,movieId,plot
8166,102747,"After causing restaurant chaos at work, a bumbling waiter tears up the local roller rink with his skating."
8167,102749,The star spangled hero must battle a villain's plan to poison America with a chemical that horrifically accelerates the aging process.
8168,102760,A crime family looks to unmask the police informant in their midst who threatens to take down their business.
8169,102800,"A New York woman (who doesn't really have an apartment) apprentices for a dance company (though she's not really a dancer) and throws herself headlong into her dreams, even as the possibility of realizing them dwindles."
8170,102802,"Heidi, a radio DJ, is sent a box containing a record - a ""gift from the Lords"". The sounds within the grooves trigger flashbacks of her town's violent past. Is Heidi going mad, or are the Lords back to take revenge on Salem, Massachusetts?"
8171,102819,A chronicle of the tempestuous six-year romance between megastar singer Liberace and his young lover Scott Thorson.
8172,102823,Director Jonas Mekas provides an intimate glimpse of his personal life by constructing a feature length narrative from over 30 years of private home movie footage.
8173,102852,The life and career of the comic book writer and editor.
8174,102880,"A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help."
8175,102903,"An F.B.I. Agent and an Interpol Detective track a team of illusionists who pull off bank heists during their performances, and reward their audiences with the money."
8176,102984,Six captive office workers are literally chained to their desks by deranged former regional manager Thomas Reddmann (Redd). He assigns his 'human resources' the impossible task of proving his innocence or suffering gruesome consequences.
8177,102993,"Shy 14-year-old Duncan goes on summer vacation with his mother, her overbearing boyfriend, and her boyfriend's daughter. Having a rough time fitting in, Duncan finds an unexpected friend in Owen, manager of the Water Wizz water park."
8178,103027,A modern retelling of Shakespeare's classic comedy about two pairs of lovers with different takes on romance and a way with words.
8179,103042,"An alien child is evacuated from his dying world and sent to Earth to live among humans. His peace is threatened, when other survivors of his home planet invade Earth."
8180,103048,"Three teenage friends, in the ultimate act of independence, decide to spend their summer building a house in the woods and living off the land."
8181,103075,"A wealthy family is held hostage for harboring the target of a murderous syndicate during the Purge, a 12-hour period in which any and all crime is legal."
8182,103085,Two teens battle their way through a religious apocalypse on a mission to defeat the Antichrist.
8183,103107,"Backup singers live in a world that lies just beyond the spotlight. Their voices bring harmony to the biggest bands in popular music, but we've had no idea who these singers are or what lives they lead, until now."
8184,103137,"Inspired by actual events, a group of fame-obsessed teenagers use the internet to track celebrities' whereabouts in order to rob their homes."
8185,103141,"A look at the relationship between Mike Wazowski (Billy Crystal) and James P. ""Sully"" Sullivan (John Goodman) during their days at Monsters University, when they weren't necessarily the best of friends."
8186,103171,"An employee at a professional separation agency, a business that helps couples break up, Paul tries to tackle the problems that come with Toto, the boyfriend of a customer, while he has his own thinking to do about love and relationships."
8187,103210,"In the lost holy land of Milos, the Elrics search for the truth behind an unknown form of alchemy. What secrets are hidden in Milos? Riddles must be solved and dangers faced before the truth can be found."
8188,103219,"As he helps a young artist with her upcoming exhibition, the owner of a mannequin shop's deadly, suppressed desires come to the surface."
8189,103221,A young playboy who learns he has one month until he becomes infertile sets out to procreate as much as possible.
8190,103228,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
8191,103233,"When the Joker and Lex Luthor form an alliance, Batman must team up with the Justice League in order to stop them."
8192,103235,A lonely art expert working for a mysterious and reclusive heiress finds not only her art worth examining.
8193,103245,Adam and Eve start dating in college. Eve wants to remain a virgin until...? Neither Adam's nor Eve's roomies understand them.
